Name,Publisher,Year,Global_Sales
Imagine: Fashion Designer,Ubisoft,2007,2.81
WWE SmackDown! Here Comes the Pain,THQ,2003,2.8
Star Wars: The Force Unleashed,LucasArts,2008,2.8
Yoshi's Island DS,Nintendo,2006,2.8
Hot Shots Golf,Sony Computer Entertainment,1997,2.79
Killzone 3,Sony Computer Entertainment,2011,2.79
A Bug's Life,Sony Computer Entertainment,1998,2.79
WWF SmackDown! Just Bring It,THQ,2001,2.79
Dragon Quest V: Tenkuu no Hanayome,Enix Corporation,1992,2.79
Mortal Kombat Trilogy,GT Interactive,1996,2.79
Battlefield 3,Electronic Arts,2011,2.79
NBA Street,Electronic Arts,2001,2.79
Professor Layton and the Last Specter,Nintendo,2009,2.79
Monster Hunter Tri,Nintendo,2011,2.79
Jak II,Sony Computer Entertainment,2003,2.78
inFAMOUS: Second Son,Sony Computer Entertainment,2014,2.78
Ratchet & Clank: Going Commando,Sony Computer Entertainment,2003,2.78
Tekken 6,Namco Bandai Games,2009,2.78
The Sims,Electronic Arts,2003,2.77
Sonic and the Secret Rings,Sega,2007,2.77
Saints Row: The Third,THQ,2011,2.77
Missile Command,Atari,1980,2.76
Mario Paint,Nintendo,1992,2.75
Assassin's Creed IV: Black Flag,Ubisoft,2013,2.74
Pokémon Stadium 2,Nintendo,2000,2.73
Metroid,Nintendo,1986,2.73
L.A. Noire,Take-Two Interactive,2011,2.72
Call of Duty 3,Activision,2006,2.71
The Legend of Zelda: A Link to the Past,Nintendo,2002,2.7
Onimusha: Warlords,Virgin Interactive,2001,2.7
Mortal Kombat X,Warner Bros. Interactive Entertainment,2015,2.7
Mario Party,Nintendo,1998,2.7
Madden NFL 12,Electronic Arts,2011,2.69
LEGO Star Wars II: The Original Trilogy,LucasArts,2006,2.69
Madden NFL 11,Electronic Arts,2010,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,2010,2.69
Skate 3,Electronic Arts,2010,2.68
Burnout 3: Takedown,Electronic Arts,2004,2.68
Yokai Watch 2 Shinuchi,Level 5,2014,2.68
Need for Speed: Shift,Electronic Arts,2009,2.68
Final Fantasy XIII-2,Square Enix,2011,2.68
Mortal Kombat,Arena Entertainment,1992,2.67
Call Of Duty 2: Big Red One,Activision,2005,2.67
Guitar Hero: World Tour,Activision,2008,2.67
Medal of Honor,Electronic Arts,1998,2.67
Fable,Microsoft Game Studios,2004,2.66
Hannah Montana,Disney Interactive Studios,2006,2.65
Tom Clancy's Splinter Cell,Ubisoft,2003,2.65
Skylanders Giants,Activision,2012,2.65
Medal of Honor Heroes,Electronic Arts,2006,2.65
Super Mario Bros.: The Lost Levels,Nintendo,1986,2.65
Star Wars: Shadows of the Empire,Nintendo,1996,2.65
LEGO Star Wars: The Complete Saga,LucasArts,2007,2.64
Midnight Club: Street Racing,Take-Two Interactive,2000,2.63
Pac-Man: Adventures in Time,Sony Computer Entertainment,2006,2.63
Halo Wars,Microsoft Game Studios,2009,2.63
God of War Collection,Sony Computer Entertainment,2009,2.63
ESPN NFL 2K5,Sega,2004,2.62
Mario Strikers Charged,Nintendo,2007,2.62
Medal of Honor,Electronic Arts,2010,2.62
FIFA Soccer 10,Electronic Arts,2009,2.62
NBA 2K12,Take-Two Interactive,2011,2.62
Style Savvy,Nintendo,2008,2.61
Harry Potter and the Chamber of Secrets,Electronic Arts,2002,2.61
Super Mario All-Stars: Limited Edition,Nintendo,2010,2.6
Streets of Rage,Sega,1990,2.6
FIFA Soccer 09,Electronic Arts,2008,2.59
Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,2007,2.59
NBA Live 2005,Electronic Arts,2004,2.59
LittleBigPlanet,Sony Computer Entertainment,2009,2.58
Killzone: Shadow Fall,Sony Computer Entertainment,2013,2.58
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2009,2.58
Monster Hunter Freedom 2,Capcom,2007,2.58
WWE SmackDown vs. RAW 2007,THQ,2006,2.58
Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,2004,2.57
Art Academy,Nintendo,2010,2.57
Dragon Age: Origins,Electronic Arts,2009,2.57
Madden NFL 08,Electronic Arts,2007,2.57
Sonic Adventure 2 Battle,Sega,2001,2.56
Dragon Warrior II,Enix Corporation,1987,2.56
Madden NFL 13,Electronic Arts,2012,2.56
Pokémon Colosseum,Nintendo,2003,2.54
Deca Sports,Konami Digital Entertainment,2008,2.54
Madden NFL 09,Electronic Arts,2008,2.54
Space Invaders,Atari,N/A,2.53
Crazy Taxi,Acclaim Entertainment,2001,2.52
Perfect Dark,Nintendo,2000,2.52
Game Party,Midway Games,2007,2.52
Dragon Warrior,Capcom,1986,2.52
Tomb Raider (2013),Square Enix,2013,2.51
Marvel: Ultimate Alliance,Activision,2006,2.5
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2008,2.5
Mario Party 2,Nintendo,1999,2.5
Saints Row: The Third,THQ,2011,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Take-Two Interactive,2003,2.49
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,2010,2.49
Mortal Kombat: Deadly Alliance,Midway Games,2002,2.49
Resistance 2,Sony Computer Entertainment,2008,2.48
Pure,Disney Interactive Studios,2008,2.48
Tomb Raider: The Last Revelation,Eidos Interactive,1998,2.48
NBA 2K13,Take-Two Interactive,2012,2.48
Rock Band,Electronic Arts,N/A,2.48
NBA 2K14,Take-Two Interactive,2013,2.47
Mario Party 4,Nintendo,2002,2.47
uDraw Studio,THQ,2010,2.46
Midnight Club: Los Angeles,Take-Two Interactive,2008,2.45
Final Fantasy V,SquareSoft,1992,2.45
Final Fantasy Tactics,SquareSoft,1997,2.45
Twisted Metal 2,Sony Computer Entertainment,1996,2.44
Halo: Combat Evolved Anniversary,Microsoft Game Studios,2011,2.44
Need for Speed Carbon: Own the City,Electronic Arts,2006,2.44
The Sims: Bustin' Out,Electronic Arts,2003,2.43
Riven: The Sequel to Myst,Red Orb,1997,2.43
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,2.42
Sonic Adventure,Sega,1998,2.42
Ice Hockey,Nintendo,1988,2.42
pro evolution soccer 2011,Konami Digital Entertainment,2010,2.42
Dragon Ball Z: Budokai 2,Atari,2003,2.41
ATV Offroad Fury,Sony Computer Entertainment,2001,2.41
Dino Crisis,Capcom,1998,2.41
Minecraft,Microsoft Game Studios,2014,2.41
Need for Speed: ProStreet,Electronic Arts,2007,2.41
Madden NFL 16,Electronic Arts,2015,2.4
Tetris Plus,JVC,1996,2.4
Pro Wrestling,Nintendo,1987,2.4
Theme Hospital,Electronic Arts,1997,2.4
Frogger's Adventures: Temple of the Frog,Konami Digital Entertainment,N/A,2.39
Need for Speed (2015),Electronic Arts,2015,2.39
Zumba Fitness,505 Games,2010,2.39
LEGO Indiana Jones: The Original Adventures,LucasArts,N/A,2.39
Monopoly,Hasbro Interactive,1994,2.39
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2013,2.39
Dead Island,Deep Silver,2011,2.39
Guitar Hero,RedOctane,2005,2.38
LEGO Star Wars: The Complete Saga,LucasArts,2007,2.38
Kinect: Disneyland Adventures,Microsoft Game Studios,2011,2.38
WCW/nWo Revenge,THQ,1998,2.38
Bloodborne,Sony Computer Entertainment,2015,2.38
NBA 2K15,Take-Two Interactive,2014,2.38
Madden NFL 11,Electronic Arts,2010,2.38
Yu-Gi-Oh! The Duelists of the Roses,Konami Digital Entertainment,2001,2.38
Madden NFL 08,Electronic Arts,2007,2.37
Half-Life 2,Vivendi Games,2004,2.37
The Incredibles,THQ,2004,2.37
Tony Hawk's Underground 2,Activision,2004,2.37
Madden NFL 10,Electronic Arts,2009,2.37
Kinect Sports: Season Two,Microsoft Game Studios,2011,2.36
Kirby's Dream Land 2,Nintendo,1995,2.36
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,2010,2.35
Donkey Kong Land II,Nintendo,1996,2.35
Dragon Warrior Monsters,Eidos Interactive,1998,2.35
Midnight Club: Los Angeles,Take-Two Interactive,2008,2.35
Skylanders SWAP Force,Activision,2013,2.34
WWE SmackDown vs Raw 2008,THQ,2007,2.34
My Fitness Coach,Ubisoft,2008,2.34
Resident Evil - Code: Veronica X,Capcom,2001,2.34
The Sims 3,Electronic Arts,2010,2.33
The Legend of Zelda: Majora's Mask 3D,Nintendo,2015,2.32
NBA 2K16,Take-Two Interactive,2015,2.32
Just Dance Kids,Ubisoft,2010,2.32
Mario Tennis,Nintendo,2000,2.32
Grand Theft Auto,Take-Two Interactive,1997,2.32
James Bond 007: Everything or Nothing,Electronic Arts,2004,2.31
WarioWare Touched!,Nintendo,2004,2.31
Need For Speed: High Stakes,Electronic Arts,1999,2.31
Chrono Trigger,SquareSoft,1995,2.31
Cool Boarders 3,989 Studios,1998,2.31
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,2.3
Guild Wars 2,NCSoft,2012,2.3
Pokemon Ranger: Shadows of Almia,Nintendo,2008,2.3
Dead Island,Deep Silver,2011,2.29
Tomb Raider II,Eidos Interactive,1997,2.29
God of War: Ascension,Sony Computer Entertainment,2013,2.29
Need for Speed Underground 2,Electronic Arts,2004,2.28
Pro Evolution Soccer 2010,Konami Digital Entertainment,2009,2.28
Just Dance 2015,Ubisoft,2014,2.28
Yokai Watch Busters,Level 5,2015,2.28
Mario Bros.,Nintendo,1983,2.28
FIFA Soccer 09,Electronic Arts,2008,2.28
Star Wars: The Force Unleashed,LucasArts,2008,2.28
Borderlands 2,Take-Two Interactive,2012,2.28
TOCA Touring Car Championship,Codemasters,1997,2.28
Paper Mario: Sticker Star,Nintendo,2012,2.27
Sonic's Ultimate Genesis Collection,Sega,2009,2.27
Super Monkey Ball: Banana Blitz,Sega,2006,2.27
Kirby: Nightmare in Dream Land,Nintendo,2002,2.27
Wario Land 4,Nintendo,2001,2.26
Guitar Hero III: Legends of Rock,Activision,2007,2.26
Call of Duty 3,Activision,N/A,2.26
Resident Evil 4,Capcom,2007,2.26
Minecraft,Sony Computer Entertainment Europe,2014,2.25
Onimusha 2: Samurai's Destiny,Capcom,2002,2.25
Cool Boarders 2,UEP Systems,1997,2.25
Paper Mario: The Thousand-Year Door,Nintendo,2004,2.25
Madden NFL 12,Electronic Arts,2011,2.25
Monster Hunter Tri,Nintendo,2009,2.25
Dissidia: Final Fantasy,Square Enix,2008,2.25
Sonic Advance,Sega,2001,2.24
Spyro: Season of Ice,Vivendi Games,2001,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,Konami Digital Entertainment,1990,2.23
LEGO Indiana Jones: The Original Adventures,Activision,2008,2.23
Dance Dance Revolution X2,Konami Digital Entertainment,2009,2.23
New Super Luigi U,Nintendo,2013,2.22
Prince of Persia: The Sands of Time,Ubisoft,2003,2.22
Scribblenauts,Warner Bros. Interactive Entertainment,2009,2.22
The Legend of Zelda: Link's Awakening DX,Nintendo,1998,2.22
Need for Speed: Hot Pursuit,Electronic Arts,2010,2.22
BioShock 2,Take-Two Interactive,2010,2.21
Assassin's Creed IV: Black Flag,Ubisoft,2013,2.21
Devil May Cry 3: Dante's Awakening Special Edition,Capcom,2006,2.21
Rock Band 2,Electronic Arts,2008,2.2
Frogger,Parker Bros.,1981,2.2
Guitar Hero II,Activision,2007,2.2
Wario Land 3,Nintendo,2000,2.2
Pro Yakyuu Family Stadium,Namco Bandai Games,1986,2.2
Sonic Unleashed,Sega,2008,2.2
High School Musical: Makin' the Cut!,Disney Interactive Studios,2007,2.2
Pro Evolution Soccer 2012,Konami Digital Entertainment,2011,2.19
Saints Row,THQ,2006,2.19
Star Wars: Knights of the Old Republic,Activision,2003,2.19
Kirby's Pinball Land,Nintendo,1992,2.19
Donkey Kong Country,Nintendo,2000,2.19
Hitman: Absolution,Square Enix,2012,2.19
Yu-Gi-Oh: Duel Monsters 4,Konami Digital Entertainment,2000,2.18
ATV Offroad Fury 2,THQ,2002,2.18
Forza Motorsport 5,Microsoft Game Studios,2013,2.18
Madden NFL 25,Electronic Arts,2013,2.18
Pokemon Ranger,Nintendo,2006,2.18
Mario & Luigi: Superstar Saga,Nintendo,2003,2.17
Final Fantasy XIII,Square Enix,2010,2.17
Star Wars: Rogue Squadron,Nintendo,1998,2.17
Tennis,Nintendo,1984,2.17
The Sims: House Party,Electronic Arts,2001,2.16
Your Shape featuring Jenny McCarthy,Ubisoft,2009,2.16
Syphon Filter 2,Sony Computer Entertainment,2000,2.15
Tom Clancy's Rainbow Six: Siege,Ubisoft,2015,2.15
Volleyball,Nintendo,1987,2.15
FIFA 15,Electronic Arts,2014,2.15
Call of Duty: Roads to Victory,Activision,2007,2.14
Super Mario RPG: Legend of the Seven Stars,Nintendo,1996,2.14
Mahjong,Nintendo,1983,2.14
R.C. Pro-Am,Nintendo,1988,2.14
SimCity 2000,Maxis,1992,2.14
Demon Attack,Imagic,1981,2.13
Dance Dance Revolution Extreme,Konami Digital Entertainment,2004,2.13
Tetris DS,Nintendo,2006,2.13
Final Fantasy Tactics Advance,SquareSoft,2003,2.13
Far Cry: Primal,Ubisoft,2016,2.13
Toy Story 3: The Video Game,Disney Interactive Studios,2010,2.12
Final Fantasy III,Square Enix,2006,2.12
Kirby's Epic Yarn,Nintendo,2010,2.12
Project Gotham Racing,Microsoft Game Studios,2001,2.12
Golf,Nintendo,1989,2.12
NBA 2K12,Take-Two Interactive,2011,2.11
Borderlands,Take-Two Interactive,2009,2.11
Tony Hawk's Pro Skater,Activision,2000,2.11
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2008,2.11
Need for Speed: Hot Pursuit 2,Electronic Arts,2002,2.11
Mario Sports Mix,Nintendo,2010,2.11
Rock Band,MTV Games,N/A,2.11
Dynasty Warriors 4,Tecmo Koei,2003,2.11
Mortal Kombat,Warner Bros. Interactive Entertainment,2011,2.11
Parasite Eve,SquareSoft,1998,2.1
Scooby-Doo! Night of 100 Frights,THQ,2002,2.1
Project Gotham Racing (JP weekly sales),Microsoft Game Studios,2002,2.1
Need for Speed: Most Wanted 5-1-0,Electronic Arts,2005,2.1
Portal 2,Valve Software,2011,2.1
Devil May Cry 3: Dante's Awakening,Capcom,2005,2.09
Derby Stallion,ASCII Entertainment,1997,2.09
Dead Rising,Capcom,2006,2.09
Finding Nemo,THQ,2003,2.09
NBA 2K11,Take-Two Interactive,2010,2.09
Wipeout: The Game,Mindscape,2009,2.09
The Sims 2: Pets,Electronic Arts,2006,2.09
Battlefield: Hardline,Electronic Arts,2015,2.09
Metal Gear Solid: Peace Walker,Konami Digital Entertainment,2010,2.09
World of Warcraft: Cataclysm,Activision,2010,2.08
Tetris Worlds,THQ,2002,2.08
Need For Speed: Undercover,Electronic Arts,2008,2.08
Dance Dance Revolution: Hottest Party,Konami Digital Entertainment,2007,2.08
Mario Party 5,Nintendo,2003,2.08
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2010,2.08
Sim Theme Park,Electronic Arts,1998,2.08
Warcraft: Orcs & Humans,Activision,1994,2.08
Skate 3,Electronic Arts,2010,2.08
Spec Ops: Airborne Commando,Take-Two Interactive,2002,2.07
Kingdom Hearts: Birth by Sleep,Square Enix,2010,2.07
UFC 2009 Undisputed,THQ,2009,2.07
Dark Souls,Namco Bandai Games,2011,2.07
Yu-Gi-Oh! The Eternal Duelist Soul,Konami Digital Entertainment,2001,2.07
Need for Speed: ProStreet,Electronic Arts,2007,2.06
The Sims 3,Electronic Arts,2010,2.06
Tom Clancy's Splinter Cell: Conviction,Ubisoft,2010,2.06
Pokemon Mystery Dungeon: Red/Blue Rescue Team,Nintendo,2005,2.06
The Incredibles,THQ,2004,2.06
R4: Ridge Racer Type 4,Namco Bandai Games,1998,2.06
SoulCalibur II,Namco Bandai Games,2003,2.06
Mario & Luigi: Dream Team,Nintendo,2013,2.06
Need for Speed: ProStreet,Electronic Arts,2007,2.05
Carnival Games,Take-Two Interactive,2008,2.05
NBA 2K14,Take-Two Interactive,2013,2.05
Pokémon Mystery Dungeon: Blue Rescue Team,Nintendo,2005,2.05
Sonic Mega Collection,Infogrames,2002,2.05
Diablo III,Activision,2013,2.05
NBA Jam,Arena Entertainment,1992,2.05
PGR4 - Project Gotham Racing 4,Microsoft Game Studios,2007,2.05
Kingdom Hearts 358/2 Days,Square Enix,2009,2.04
Dance Central 2,Microsoft Game Studios,2011,2.04
Rayman Raving Rabbids: TV Party,Ubisoft,2008,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,2006,2.04
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,2.04
Donkey Kong Country,Nintendo,2003,2.04
Need for Speed: The Run,Electronic Arts,2011,2.04
Madden NFL 15,Electronic Arts,2014,2.03
1080°: TenEighty Snowboarding,Nintendo,1998,2.03
Just Dance 3,Ubisoft,2011,2.03
NBA Live 2004,Electronic Arts,2003,2.03
Dead Space,Electronic Arts,2008,2.02
Call of Duty 2,Activision,2005,2.02
Madden NFL 15,Electronic Arts,2014,2.02
Forza Horizon,Microsoft Game Studios,2012,2.02
TouchMaster,Midway Games,2007,2.01
Tom Clancy's The Division,Ubisoft,2016,2.01
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,2
Fire Emblem: Awakening,Nintendo,2012,2
DriveClub,Sony Computer Entertainment,2014,2
Super Street Fighter II,Nintendo,1993,2
Mortal Kombat vs. DC Universe,Midway Games,2008,2
Tenchu: Stealth Assassins,Activision,1997,1.99
Tennis,Nintendo,1989,1.99
Harry Potter and the Chamber of Secrets,Electronic Arts,2002,1.99
Harry Potter and the Chamber of Secrets,Electronic Arts,2002,1.98
SimCity,Nintendo,1991,1.98
Battlefield 4,Electronic Arts,2013,1.98
Resident Evil 6,Capcom,2012,1.98
Dragon Age: Inquisition,Electronic Arts,2014,1.97
Sonic Classic Collection,Sega,2010,1.97
Spyro: Enter the Dragonfly,Universal Interactive,2002,1.97
Call of Duty: World at War,Activision,2008,1.97
Devil May Cry 2,Capcom,2003,1.97
Burnout Paradise,Electronic Arts,2008,1.97
E.T.: The Extra Terrestrial,Atari,1981,1.97
BioShock Infinite,Take-Two Interactive,2013,1.96
Hot Shots Golf: Open Tee,Sony Computer Entertainment,2004,1.96
Rad Racer,Nintendo,1986,1.96
Soccer,Nintendo,1985,1.96
Kirby Squeak Squad,Nintendo,2006,1.96
Tom Clancy's Rainbow Six: Vegas,Ubisoft,2006,1.96
Destiny,Activision,2014,1.95
Crash Nitro Kart,Vivendi Games,2003,1.95
Grand Theft Auto: San Andreas,Take-Two Interactive,2005,1.95
Star Wars: Dark Forces,LucasArts,1994,1.95
NBA Street Vol. 2,Electronic Arts,2003,1.95
Def Jam Vendetta,Electronic Arts,2003,1.94
FIFA Soccer 09,Electronic Arts,2008,1.94
Who wants to be a millionaire,Disney Interactive Studios,1999,1.94
Scooby Doo and the Cyber Chase,THQ,2001,1.94
Alleyway,Nintendo,1989,1.94
Dragon Ball Z: Budokai 3,Atari,2004,1.94
Jet Moto 2,Sony Computer Entertainment,1997,1.94
Tom Clancy's Ghost Recon,Ubisoft,2002,1.94
X-Men Legends,Activision,2004,1.93
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2013,1.93
Guitar Hero: World Tour,Activision,2008,1.93
Mortal Kombat II,Acclaim Entertainment,1993,1.93
Virtua Fighter 2,Sega,1995,1.93
Tetris DX,Nintendo,1998,1.93
Mortal Kombat vs. DC Universe,Midway Games,2008,1.93
Watch Dogs,Ubisoft,2014,1.93
Mario Super Sluggers,Nintendo,2008,1.93
Tomb Raider (2013),Square Enix,2013,1.92
The Legend of Zelda: Oracle of Ages,Nintendo,2001,1.92
Need for Speed: Shift,Electronic Arts,2009,1.92
Monopoly,Electronic Arts,2008,1.92
Red Faction,THQ,2001,1.92
The Sims: Makin' Magic,Electronic Arts,2003,1.92
MX Unleashed,THQ,2004,1.92
PaRappa The Rapper,Sony Computer Entertainment,1996,1.92
Toy Story Mania!,Disney Interactive Studios,2009,1.92
Mario Party 3,Nintendo,2000,1.91
Star Wars: The Force Unleashed,LucasArts,2008,1.91
Game Party 2,Midway Games,2008,1.91
Destiny: The Taken King,Activision,2015,1.91
LEGO Star Wars III: The Clone Wars,LucasArts,2011,1.91
Star Wars Rogue Leader: Rogue Squadron II,LucasArts,2001,1.9
Max Payne 3,Take-Two Interactive,2012,1.9
Need for Speed Rivals,Electronic Arts,2013,1.89
Madden NFL 09,Electronic Arts,2008,1.89
Yokai Watch,Nintendo,2013,1.89
Ratchet & Clank Future: A Crack in Time,Sony Computer Entertainment,2009,1.88
Yu-Gi-Oh! Forbidden Memories,Konami Digital Entertainment,1999,1.88
Mortal Kombat: Deception,Midway Games,2004,1.88
Hot Shots Golf 2,Sony Computer Entertainment,1999,1.88
Medal of Honor: European Assault (All Region sales),Electronic Arts,2005,1.88
WCW Nitro,THQ,1998,1.88
High School Musical: Sing It!,Disney Interactive Studios,2007,1.87
Star Fox Adventures,Nintendo,2002,1.87
FIFA 2000,Electronic Arts,1998,1.87
Dynasty Warriors 3,THQ,2001,1.87
Donkey Kong Country Returns,Nintendo,2013,1.87
The Legend of Zelda: Oracle of Seasons,Nintendo,2001,1.86
Madden NFL 06,Electronic Arts,2005,1.86
Shrek 2,Activision,2004,1.86
The Legend of Dragoon,Sony Computer Entertainment,1999,1.86
Turok 2: Seeds of Evil,Acclaim Entertainment,1997,1.86
SingStar,Sony Computer Entertainment,2004,1.86
LittleBigPlanet 3,Sony Computer Entertainment,2014,1.86
NBA Live 2002,Electronic Arts,2001,1.86
Phineas and Ferb,Disney Interactive Studios,2009,1.86
Chrono Cross,SquareSoft,1999,1.86
GoldenEye 007 (2010),Activision,2010,1.86
Mario Party: Island Tour,Nintendo,2013,1.85
Jak 3,Sony Computer Entertainment,2004,1.85
Rayman Raving Rabbids 2,Ubisoft,2007,1.85
Kingdom Hearts: Chain of Memories,Square Enix,2004,1.85
Pinball,Nintendo,1984,1.85
inFAMOUS 2,Sony Computer Entertainment,2011,1.85
Gran Turismo Concept 2001 Tokyo,Unknown,2001,1.84
Demon's Souls,Namco Bandai Games,2009,1.84
NCAA Football 06,Electronic Arts,2005,1.84
"Hey You, Pikachu!",Nintendo,1998,1.83
2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,2005,1.83
World of Warcraft: Mists of Pandaria,Activision,2012,1.83
Jet Moto,Sony Computer Entertainment,1996,1.83
Just Cause 3,Square Enix,2015,1.83
Secret of Mana,SquareSoft,1993,1.83
The Orange Box,Electronic Arts,2007,1.83
Air Combat,Sony Computer Entertainment,1995,1.83
